2026-06-27 10:00:00,27.3,82.0,0
2026-06-27 11:00:00,28.1,80.5,0
2026-06-27 12:00:00,29.0,78.0,unknown
2026-06-27 13:00:00,30.2,74.5,unknown
2026-06-27 14:00:00,31.1,72.0,unknown
2026-06-27 15:00:00,31.8,70.5,unknown
2026-06-27 16:00:00,31.2,71.5,unknown
2026-06-27 17:00:00,30.4,73.5,unknown
2026-06-27 18:00:00,29.6,76.0,unknown
2026-06-27 19:00:00,28.8,79.0,unknown
2026-06-27 20:00:00,28.0,81.0,unknown
2026-06-27 21:00:00,27.4,83.5,unknown
2026-06-28 10:00:00,26.9,84.0,unknown
2026-06-28 11:00:00,27.8,82.0,unknown
2026-06-28 12:00:00,28.9,79.5,unknown
2026-06-28 13:00:00,29.8,76.5,unknown
2026-06-28 14:00:00,30.5,74.0,unknown
2026-06-28 15:00:00,31.0,72.5,unknown
2026-06-28 16:00:00,30.7,73.5,unknown
2026-06-28 17:00:00,29.9,75.5,unknown
2026-06-28 18:00:00,29.2,77.5,unknown
2026-06-28 19:00:00,28.4,80.0,unknown
2026-06-28 20:00:00,27.7,82.5,unknown
2026-06-28 21:00:00,27.1,84.0,unknown
2026-06-29 10:00:00,26.5,86.0,unknown
2026-06-29 11:00:00,27.2,84.5,unknown
2026-06-29 12:00:00,28.0,82.0,unknown
2026-06-29 13:00:00,29.1,79.0,unknown
2026-06-29 14:00:00,30.0,76.5,unknown
2026-06-29 15:00:00,30.7,74.5,unknown
2026-06-29 16:00:00,30.2,75.5,unknown
2026-06-29 17:00:00,29.5,77.5,unknown
2026-06-29 18:00:00,28.7,80.0,unknown
2026-06-29 19:00:00,28.0,82.0,unknown
2026-06-29 20:00:00,27.3,84.5,unknown
2026-06-29 21:00:00,26.8,86.0,unknown
2026-06-30 10:00:00,27.0,83.5,unknown
2026-06-30 11:00:00,28.0,81.5,unknown
2026-06-30 12:00:00,29.2,78.5,unknown
2026-06-30 13:00:00,30.4,75.5,unknown
2026-06-30 14:00:00,31.2,73.0,unknown
2026-06-30 15:00:00,31.9,71.5,unknown
2026-06-30 16:00:00,31.4,72.5,unknown
2026-06-30 17:00:00,30.6,74.5,unknown
2026-06-30 18:00:00,29.8,77.0,unknown
2026-06-30 19:00:00,29.0,79.5,unknown
2026-06-30 20:00:00,28.2,81.5,unknown
2026-06-30 21:00:00,27.6,83.0,unknown
2026-07-01 10:00:00,27.5,81.0,unknown
2026-07-01 11:00:00,28.4,79.0,unknown
2026-07-01 12:00:00,29.6,76.5,unknown
2026-07-01 13:00:00,30.8,73.5,unknown
2026-07-01 14:00:00,31.7,71.0,unknown
2026-07-01 15:00:00,32.4,69.5,unknown
2026-07-01 16:00:00,31.9,70.5,unknown
2026-07-01 17:00:00,31.0,72.5,unknown
2026-07-01 18:00:00,30.2,75.0,unknown
2026-07-01 19:00:00,29.4,77.5,unknown
2026-07-01 20:00:00,28.6,80.0,unknown
2026-07-01 21:00:00,28.0,82.0,unknown
2026-07-02 10:00:00,27.8,80.5,unknown
2026-07-02 11:00:00,28.7,78.5,unknown
2026-07-02 12:00:00,29.9,76.0,unknown
2026-07-02 13:00:00,31.0,73.5,unknown
2026-07-02 14:00:00,31.8,71.5,unknown
2026-07-02 15:00:00,32.5,70.0,unknown
2026-07-02 16:00:00,32.0,71.0,unknown
2026-07-02 17:00:00,31.2,73.0,unknown
2026-07-02 18:00:00,30.4,75.5,unknown
2026-07-02 19:00:00,29.6,78.0,unknown
2026-07-02 20:00:00,28.9,80.5,unknown
2026-07-02 21:00:00,28.2,82.5,unknown
2026-07-03 10:00:00,28.0,79.5,unknown
2026-07-03 11:00:00,29.0,77.5,unknown
2026-07-03 12:00:00,30.2,75.0,unknown
2026-07-03 13:00:00,31.4,72.5,unknown
2026-07-03 14:00:00,32.2,70.5,unknown
2026-07-03 15:00:00,33.0,68.5,unknown
2026-07-03 16:00:00,32.5,69.5,unknown
2026-07-03 17:00:00,31.7,71.5,unknown
